data,tipo,categoria,descricao,valor,saldo_acumulado,conta
2025-09-16,Saída,Folha,Folha,-21274.08,2953676.99,Itaú-PJ
2025-09-16,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-25382.39,2928294.6,Itaú-PJ
2025-09-16,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-636.13,2927658.47,BB-PJ
2025-09-16,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-3529.55,2924128.92,Itaú-PJ
2025-09-17,Entrada,Recebimento Cliente,PIX cliente,49943.49,2974072.41,BB-PJ
2025-09-17,Entrada,Recebimento Cliente,Liquidação boleto,26642.55,3000714.96,Caixa
2025-09-17,Entrada,Outras Receitas,PIX cliente,14199.3,3014914.26,Caixa
2025-09-17,Entrada,Recebimento Cliente,Liquidação boleto,43769.13,3058683.39,BB-PJ
2025-09-17,Saída,Aluguel,Aluguel,-12260.73,3046422.66,Itaú-PJ
2025-09-17,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-10101.88,3036320.78,Itaú-PJ
2025-09-17,Saída,Impostos,Impostos,-5331.26,3030989.52,Itaú-PJ
2025-09-18,Entrada,Recebimento Cliente,Liquidação boleto,39081.35,3070070.87,BB-PJ
2025-09-18,Entrada,Recebimento Cliente,PIX cliente,14256.01,3084326.88,Caixa
2025-09-18,Entrada,Recebimento Cliente,Liquidação boleto,20802.91,3105129.79,Itaú-PJ
2025-09-18,Entrada,Recebimento Cliente,PIX cliente,27625.72,3132755.51,Caixa
2025-09-18,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-13274.91,3119480.6,BB-PJ
2025-09-18,Saída,Frete,Frete,-10247.57,3109233.03,BB-PJ
2025-09-18,Saída,Energia/Util,Energia/Util,-10056.09,3099176.94,BB-PJ
2025-09-19,Entrada,Recebimento Cliente,Liquidação boleto,22338.76,3121515.7,Caixa
2025-09-19,Entrada,Recebimento Cliente,PIX cliente,20131.66,3141647.36,Itaú-PJ
2025-09-19,Entrada,Recebimento Cliente,Liquidação boleto,12208.91,3153856.27,Itaú-PJ
2025-09-19,Entrada,Outras Receitas,PIX cliente,22961.79,3176818.06,BB-PJ
2025-09-19,Saída,Marketing,Marketing,-12537.55,3164280.51,BB-PJ
2025-09-19,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-24467.02,3139813.49,Itaú-PJ
2025-09-19,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-4896.85,3134916.64,BB-PJ
2025-09-19,Saída,Folha,Folha,-3000.65,3131915.99,Itaú-PJ
2025-09-19,Saída,Outras,Outras,-12116.64,3119799.35,Itaú-PJ
2025-09-20,Saída,Impostos,Impostos,-8665.3,3111134.05,Itaú-PJ
2025-09-20,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-17428.39,3093705.66,Itaú-PJ
2025-09-20,Saída,Folha,Folha,-6718.24,3086987.42,Itaú-PJ
2025-09-20,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-1474.45,3085512.97,Itaú-PJ
2025-09-20,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-20796.03,3064716.94,Itaú-PJ
2025-09-20,Saída,Frete,Frete,-8283.73,3056433.21,Itaú-PJ
2025-09-21,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-26269.24,3030163.97,BB-PJ
2025-09-21,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-10261.66,3019902.31,Itaú-PJ
2025-09-22,Entrada,Recebimento Cliente,Liquidação boleto,23571.49,3043473.8,Itaú-PJ
2025-09-22,Entrada,Recebimento Cliente,PIX cliente,32461.14,3075934.94,Itaú-PJ
2025-09-22,Entrada,Recebimento Cliente,PIX cliente,52303.33,3128238.27,Itaú-PJ
2025-09-22,Saída,Frete,Frete,-193.73,3128044.54,BB-PJ
2025-09-22,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-35311.33,3092733.21,Itaú-PJ
2025-09-22,Saída,Impostos,Impostos,-18733.91,3073999.3,Itaú-PJ
2025-09-22,Saída,Folha,Folha,-9710.56,3064288.74,Itaú-PJ
2025-09-22,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-33667.75,3030620.99,Itaú-PJ
2025-09-23,Entrada,Outras Receitas,PIX cliente,21034.3,3051655.29,Itaú-PJ
2025-09-23,Entrada,Recebimento Cliente,PIX cliente,42227.64,3093882.93,Itaú-PJ
2025-09-23,Entrada,Outras Receitas,Liquidação boleto,37731.35,3131614.28,BB-PJ
2025-09-23,Entrada,Recebimento Cliente,Liquidação boleto,34743.51,3166357.79,Itaú-PJ
2025-09-23,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-23785.4,3142572.39,BB-PJ
2025-09-23,Saída,Folha,Folha,-19015.33,3123557.06,Itaú-PJ
2025-09-23,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-19125.52,3104431.54,BB-PJ
2025-09-23,Saída,Energia/Util,Energia/Util,-13124.2,3091307.34,BB-PJ
2025-09-24,Entrada,Recebimento Cliente,Liquidação boleto,20894.41,3112201.75,Itaú-PJ
2025-09-24,Entrada,Outras Receitas,Liquidação boleto,29269.32,3141471.07,Itaú-PJ
2025-09-24,Entrada,Outras Receitas,PIX cliente,32842.97,3174314.04,BB-PJ
2025-09-24,Entrada,Outras Receitas,Liquidação boleto,48593.62,3222907.66,Itaú-PJ
2025-09-24,Saída,Frete,Frete,-9599.33,3213308.33,BB-PJ
2025-09-24,Saída,Impostos,Impostos,-30471.44,3182836.89,BB-PJ
2025-09-24,Saída,Impostos,Impostos,-32801.9,3150034.99,BB-PJ
2025-09-24,Saída,Folha,Folha,-9933.46,3140101.53,Itaú-PJ
2025-09-24,Saída,Aluguel,Aluguel,-16465.99,3123635.54,Itaú-PJ
2025-09-24,Saída,Aluguel,Aluguel,-37693.39,3085942.15,Itaú-PJ
2025-09-25,Entrada,Recebimento Cliente,PIX cliente,36848.4,3122790.55,Itaú-PJ
2025-09-25,Entrada,Outras Receitas,PIX cliente,19998.81,3142789.36,Itaú-PJ
2025-09-25,Entrada,Outras Receitas,Liquidação boleto,34048.92,3176838.28,BB-PJ
2025-09-25,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-20899.64,3155938.64,BB-PJ
2025-09-25,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-876.18,3155062.46,Itaú-PJ
2025-09-25,Saída,Energia/Util,Energia/Util,-19521.49,3135540.97,Itaú-PJ
2025-09-25,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-17284.76,3118256.21,BB-PJ
2025-09-26,Entrada,Recebimento Cliente,Liquidação boleto,28253.81,3146510.02,Itaú-PJ
2025-09-26,Entrada,Recebimento Cliente,Liquidação boleto,25416.75,3171926.77,BB-PJ
2025-09-26,Entrada,Recebimento Cliente,Liquidação boleto,19509.92,3191436.69,Itaú-PJ
2025-09-26,Entrada,Outras Receitas,Liquidação boleto,21862.77,3213299.46,Itaú-PJ
2025-09-26,Entrada,Recebimento Cliente,Liquidação boleto,22846.84,3236146.3,Caixa
2025-09-26,Entrada,Recebimento Cliente,Liquidação boleto,20305.32,3256451.62,BB-PJ
2025-09-26,Entrada,Recebimento Cliente,PIX cliente,32419.24,3288870.86,Itaú-PJ
2025-09-26,Saída,Outras,Outras,-27977.64,3260893.22,Itaú-PJ
2025-09-26,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-31365.01,3229528.21,Itaú-PJ
2025-09-27,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-16569.99,3212958.22,BB-PJ
2025-09-27,Saída,Outras,Outras,-23407.25,3189550.97,BB-PJ
2025-09-27,Saída,Frete,Frete,-12117.35,3177433.62,Itaú-PJ
2025-09-27,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-6548.32,3170885.3,BB-PJ
2025-09-28,Saída,Marketing,Marketing,-14490.86,3156394.44,BB-PJ
2025-09-28,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-9008.4,3147386.04,BB-PJ
2025-09-29,Entrada,Recebimento Cliente,PIX cliente,14407.84,3161793.88,Caixa
2025-09-29,Entrada,Recebimento Cliente,PIX cliente,34589.02,3196382.9,Caixa
2025-09-29,Entrada,Recebimento Cliente,PIX cliente,34730.7,3231113.6,BB-PJ
2025-09-29,Entrada,Outras Receitas,PIX cliente,30731.79,3261845.39,BB-PJ
2025-09-29,Entrada,Outras Receitas,Liquidação boleto,19901.86,3281747.25,Itaú-PJ
2025-09-29,Entrada,Recebimento Cliente,Liquidação boleto,33608.2,3315355.45,Itaú-PJ
2025-09-29,Entrada,Outras Receitas,PIX cliente,14564.81,3329920.26,Caixa
2025-09-29,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-23895.25,3306025.01,BB-PJ
2025-09-29,Saída,Energia/Util,Energia/Util,-8234.35,3297790.66,Itaú-PJ
2025-09-29,Saída,Marketing,Marketing,-11406.69,3286383.97,Itaú-PJ
2025-09-30,Entrada,Recebimento Cliente,Liquidação boleto,44707.3,3331091.27,Itaú-PJ
2025-09-30,Entrada,Recebimento Cliente,Liquidação boleto,15215.81,3346307.08,Itaú-PJ
2025-09-30,Entrada,Recebimento Cliente,Liquidação boleto,15562.13,3361869.21,Caixa
2025-09-30,Entrada,Recebimento Cliente,Liquidação boleto,19752.19,3381621.4,Caixa
2025-09-30,Entrada,Recebimento Cliente,Liquidação boleto,40300.01,3421921.41,Itaú-PJ
2025-09-30,Entrada,Outras Receitas,Liquidação boleto,24866.02,3446787.43,Caixa
2025-09-30,Saída,Folha,Folha,-6135.54,3440651.89,Itaú-PJ
2025-09-30,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-14846.5,3425805.39,Itaú-PJ
2025-09-30,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-4442.75,3421362.64,BB-PJ
2025-10-01,Entrada,Outras Receitas,PIX cliente,28133.42,3449496.06,Itaú-PJ
2025-10-01,Entrada,Outras Receitas,Liquidação boleto,19087.92,3468583.98,BB-PJ
2025-10-01,Entrada,Outras Receitas,PIX cliente,41391.72,3509975.7,BB-PJ
2025-10-01,Entrada,Recebimento Cliente,PIX cliente,47311.17,3557286.87,Itaú-PJ
2025-10-01,Saída,Aluguel,Aluguel,-17143.9,3540142.97,Itaú-PJ
2025-10-01,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-14170.04,3525972.93,Itaú-PJ
2025-10-01,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-20527.08,3505445.85,Itaú-PJ
2025-10-02,Entrada,Recebimento Cliente,PIX cliente,33793.63,3539239.48,BB-PJ
2025-10-02,Entrada,Recebimento Cliente,Liquidação boleto,14314.93,3553554.41,BB-PJ
2025-10-02,Entrada,Recebimento Cliente,PIX cliente,17305.17,3570859.58,Itaú-PJ
2025-10-02,Entrada,Outras Receitas,PIX cliente,39622.7,3610482.28,Itaú-PJ
2025-10-02,Entrada,Recebimento Cliente,PIX cliente,26256.84,3636739.12,Itaú-PJ
2025-10-02,Entrada,Recebimento Cliente,PIX cliente,25391.21,3662130.33,Itaú-PJ
2025-10-02,Entrada,Recebimento Cliente,PIX cliente,12087.55,3674217.88,Itaú-PJ
2025-10-02,Saída,Folha,Folha,-1813.84,3672404.04,BB-PJ
2025-10-02,Saída,Outras,Outras,-21830.66,3650573.38,Itaú-PJ
2025-10-03,Entrada,Recebimento Cliente,PIX cliente,40488.93,3691062.31,BB-PJ
2025-10-03,Entrada,Recebimento Cliente,Liquidação boleto,38867.56,3729929.87,Caixa
2025-10-03,Entrada,Recebimento Cliente,Liquidação boleto,17747.51,3747677.38,Itaú-PJ
2025-10-03,Entrada,Recebimento Cliente,Liquidação boleto,15136.41,3762813.79,BB-PJ
2025-10-03,Entrada,Recebimento Cliente,PIX cliente,43652.58,3806466.37,Itaú-PJ
2025-10-03,Entrada,Outras Receitas,Liquidação boleto,15526.98,3821993.35,Caixa
2025-10-03,Saída,Energia/Util,Energia/Util,-4702.12,3817291.23,Itaú-PJ
2025-10-03,Saída,Folha,Folha,-13063.49,3804227.74,Itaú-PJ
2025-10-03,Saída,Energia/Util,Energia/Util,-11976.7,3792251.04,Itaú-PJ
2025-10-03,Saída,Folha,Folha,-4463.05,3787787.99,Itaú-PJ
2025-10-03,Saída,Outras,Outras,-9312.69,3778475.3,Itaú-PJ
2025-10-03,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-8139.97,3770335.33,BB-PJ
2025-10-04,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-20221.72,3750113.61,BB-PJ
2025-10-04,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-5661.86,3744451.75,Itaú-PJ
2025-10-04,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-32364.33,3712087.42,BB-PJ
2025-10-04,Saída,Energia/Util,Energia/Util,-28386.38,3683701.04,BB-PJ
2025-10-05,Saída,Aluguel,Aluguel,-19549.98,3664151.06,BB-PJ
2025-10-05,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-16651.68,3647499.38,Itaú-PJ
2025-10-06,Entrada,Recebimento Cliente,Liquidação boleto,37813.83,3685313.21,Itaú-PJ
2025-10-06,Entrada,Outras Receitas,Liquidação boleto,25240.71,3710553.92,Itaú-PJ
2025-10-06,Entrada,Outras Receitas,Liquidação boleto,30028.61,3740582.53,Itaú-PJ
2025-10-06,Entrada,Recebimento Cliente,Liquidação boleto,23016.49,3763599.02,Caixa
2025-10-06,Entrada,Outras Receitas,Liquidação boleto,35330.67,3798929.69,BB-PJ
2025-10-06,Entrada,Recebimento Cliente,PIX cliente,16030.59,3814960.28,Caixa
2025-10-06,Saída,Folha,Folha,-224065.86,3590894.42,Itaú-PJ
2025-10-06,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-22649.08,3568245.34,Itaú-PJ
2025-10-06,Saída,Energia/Util,Energia/Util,-5805.83,3562439.51,Itaú-PJ
2025-10-07,Entrada,Recebimento Cliente,Liquidação boleto,28358.55,3590798.06,BB-PJ
2025-10-07,Entrada,Recebimento Cliente,Liquidação boleto,45171.4,3635969.46,Itaú-PJ
2025-10-07,Entrada,Outras Receitas,Liquidação boleto,24618.05,3660587.51,Caixa
2025-10-07,Entrada,Outras Receitas,PIX cliente,23173.22,3683760.73,Itaú-PJ
2025-10-07,Entrada,Outras Receitas,PIX cliente,35598.55,3719359.28,BB-PJ
2025-10-07,Entrada,Recebimento Cliente,Liquidação boleto,44623.52,3763982.8,Itaú-PJ
2025-10-07,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-2027.96,3761954.84,BB-PJ
2025-10-07,Saída,Aluguel,Aluguel,-4388.02,3757566.82,Itaú-PJ
2025-10-07,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-11109.56,3746457.26,Itaú-PJ
2025-10-07,Saída,Aluguel,Aluguel,-17275.65,3729181.61,BB-PJ
2025-10-07,Saída,Aluguel,Aluguel,-20030.38,3709151.23,Itaú-PJ
2025-10-07,Saída,Folha,Folha,-8492.24,3700658.99,Itaú-PJ
2025-10-08,Entrada,Recebimento Cliente,Liquidação boleto,7592.87,3708251.86,Itaú-PJ
2025-10-08,Entrada,Recebimento Cliente,PIX cliente,20487.52,3728739.38,BB-PJ
2025-10-08,Entrada,Recebimento Cliente,PIX cliente,32322.53,3761061.91,Itaú-PJ
2025-10-08,Saída,Frete,Frete,-21757.36,3739304.55,BB-PJ
2025-10-08,Saída,Folha,Folha,-838.85,3738465.7,Itaú-PJ
2025-10-08,Saída,Folha,Folha,-14147.12,3724318.58,Itaú-PJ
2025-10-08,Saída,Impostos,Impostos,-19226.01,3705092.57,Itaú-PJ
2025-10-08,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-21085.2,3684007.37,Itaú-PJ
2025-10-09,Entrada,Recebimento Cliente,Liquidação boleto,24584.55,3708591.92,Caixa
2025-10-09,Entrada,Outras Receitas,PIX cliente,19133.86,3727725.78,BB-PJ
2025-10-09,Entrada,Outras Receitas,Liquidação boleto,45128.55,3772854.33,Itaú-PJ
2025-10-09,Entrada,Recebimento Cliente,PIX cliente,22753.03,3795607.36,Caixa
2025-10-09,Entrada,Recebimento Cliente,Liquidação boleto,28809.74,3824417.1,Itaú-PJ
2025-10-09,Saída,Impostos,Impostos,-25657.09,3798760.01,Itaú-PJ
2025-10-09,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-33965.19,3764794.82,BB-PJ
2025-10-09,Saída,Marketing,Marketing,-10979.22,3753815.6,BB-PJ
2025-10-09,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-11571.28,3742244.32,BB-PJ
2025-10-10,Entrada,Recebimento Cliente,Liquidação boleto,36886.79,3779131.11,Itaú-PJ
2025-10-10,Entrada,Recebimento Cliente,Liquidação boleto,19626.38,3798757.49,BB-PJ
2025-10-10,Entrada,Recebimento Cliente,Liquidação boleto,13871.22,3812628.71,Itaú-PJ
2025-10-10,Entrada,Recebimento Cliente,PIX cliente,33332.28,3845960.99,Itaú-PJ
2025-10-10,Entrada,Outras Receitas,Liquidação boleto,15155.54,3861116.53,Itaú-PJ
2025-10-10,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-14830.8,3846285.73,BB-PJ
2025-10-10,Saída,Outras,Outras,-7156.82,3839128.91,Itaú-PJ
2025-10-10,Saída,Impostos,Impostos,-14105.14,3825023.77,BB-PJ
2025-10-10,Saída,Frete,Frete,-8516.84,3816506.93,Itaú-PJ
2025-10-10,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-4140.82,3812366.11,Itaú-PJ
2025-10-10,Saída,Folha,Folha,-188.06,3812178.05,Itaú-PJ
2025-10-11,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-8031.72,3804146.33,BB-PJ
2025-10-11,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-14413.87,3789732.46,Itaú-PJ
2025-10-12,Saída,Folha,Folha,-8462.6,3781269.86,Itaú-PJ
2025-10-12,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-21027.71,3760242.15,Itaú-PJ
2025-10-12,Saída,Frete,Frete,-13745.63,3746496.52,Itaú-PJ
2025-10-13,Entrada,Recebimento Cliente,Liquidação boleto,53528.24,3800024.76,BB-PJ
2025-10-13,Entrada,Recebimento Cliente,PIX cliente,28294.96,3828319.72,Itaú-PJ
2025-10-13,Entrada,Recebimento Cliente,Liquidação boleto,34455.86,3862775.58,Caixa
2025-10-13,Saída,Frete,Frete,-14658.46,3848117.12,BB-PJ
2025-10-13,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-11140.58,3836976.54,Itaú-PJ
2025-10-13,Saída,Energia/Util,Energia/Util,-11303.76,3825672.78,Itaú-PJ
2025-10-14,Entrada,Recebimento Cliente,Liquidação boleto,17392.36,3843065.14,Caixa
2025-10-14,Entrada,Outras Receitas,Liquidação boleto,49968.78,3893033.92,Itaú-PJ
2025-10-14,Entrada,Recebimento Cliente,Liquidação boleto,33110.57,3926144.49,Itaú-PJ
2025-10-14,Entrada,Outras Receitas,Liquidação boleto,33671.95,3959816.44,Caixa
2025-10-14,Entrada,Outras Receitas,Liquidação boleto,21373.8,3981190.24,Itaú-PJ
2025-10-14,Saída,Folha,Folha,-27878.63,3953311.61,BB-PJ
2025-10-14,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-68.81,3953242.8,Itaú-PJ
2025-10-14,Saída,Marketing,Marketing,-11586.2,3941656.6,Itaú-PJ
2025-10-15,Entrada,Recebimento Cliente,Liquidação boleto,29359.28,3971015.88,Caixa
2025-10-15,Entrada,Recebimento Cliente,PIX cliente,47609.74,4018625.62,BB-PJ
2025-10-15,Entrada,Recebimento Cliente,PIX cliente,22709.84,4041335.46,Caixa
2025-10-15,Saída,Marketing,Marketing,-12629.15,4028706.31,Itaú-PJ
2025-10-15,Saída,Aluguel,Aluguel,-21491.08,4007215.23,Itaú-PJ
2025-10-15,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-13613.33,3993601.9,BB-PJ
2025-10-16,Entrada,Outras Receitas,PIX cliente,23460.52,4017062.42,BB-PJ
2025-10-16,Entrada,Recebimento Cliente,Liquidação boleto,13804.9,4030867.32,Caixa
2025-10-16,Entrada,Outras Receitas,PIX cliente,38810.25,4069677.57,BB-PJ
2025-10-16,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-7725.98,4061951.59,BB-PJ
2025-10-16,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-25539.42,4036412.17,Itaú-PJ
2025-10-16,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-18949.03,4017463.14,BB-PJ
2025-10-16,Saída,Frete,Frete,-20324.95,3997138.19,BB-PJ
2025-10-17,Entrada,Outras Receitas,PIX cliente,27928.01,4025066.2,Caixa
2025-10-17,Entrada,Recebimento Cliente,Liquidação boleto,24334.46,4049400.66,Caixa
2025-10-17,Entrada,Recebimento Cliente,PIX cliente,35948.86,4085349.52,Caixa
2025-10-17,Entrada,Recebimento Cliente,Liquidação boleto,28406.95,4113756.47,Itaú-PJ
2025-10-17,Entrada,Outras Receitas,Liquidação boleto,22660.94,4136417.41,Itaú-PJ
2025-10-17,Entrada,Recebimento Cliente,PIX cliente,11325.19,4147742.6,Itaú-PJ
2025-10-17,Saída,Folha,Folha,-12457.66,4135284.94,Itaú-PJ
2025-10-17,Saída,Impostos,Impostos,-26244.58,4109040.36,Itaú-PJ
2025-10-17,Saída,Frete,Frete,-7024.27,4102016.09,BB-PJ
2025-10-18,Saída,Marketing,Marketing,-13717.94,4088298.15,BB-PJ
2025-10-18,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-22540.25,4065757.9,BB-PJ
2025-10-18,Saída,Frete,Frete,-11753.14,4054004.76,Itaú-PJ
2025-10-19,Saída,Frete,Frete,-4232.86,4049771.9,Itaú-PJ
2025-10-19,Saída,Folha,Folha,-14222.13,4035549.77,BB-PJ
2025-10-19,Saída,Impostos,Impostos,-15029.49,4020520.28,Itaú-PJ
2025-10-20,Entrada,Recebimento Cliente,PIX cliente,34639.91,4055160.19,Itaú-PJ
2025-10-20,Entrada,Recebimento Cliente,PIX cliente,28189.82,4083350.01,Itaú-PJ
2025-10-20,Entrada,Recebimento Cliente,PIX cliente,29143.57,4112493.58,Itaú-PJ
2025-10-20,Saída,Outras,Outras,-23209.29,4089284.29,Itaú-PJ
2025-10-20,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-10832.99,4078451.3,Itaú-PJ
2025-10-21,Entrada,Recebimento Cliente,Liquidação boleto,11294.99,4089746.29,Itaú-PJ
2025-10-21,Entrada,Recebimento Cliente,Liquidação boleto,38890.96,4128637.25,BB-PJ
2025-10-21,Entrada,Outras Receitas,Liquidação boleto,30858.9,4159496.15,BB-PJ
2025-10-21,Saída,Frete,Frete,-27749.98,4131746.17,BB-PJ
2025-10-21,Saída,Folha,Folha,-18186.38,4113559.79,Itaú-PJ
2025-10-21,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-37322.32,4076237.47,Itaú-PJ
2025-10-21,Saída,Outras,Outras,-24650.07,4051587.4,BB-PJ
2025-10-21,Saída,Folha,Folha,-7642.27,4043945.13,BB-PJ
2025-10-22,Entrada,Outras Receitas,Liquidação boleto,23295.63,4067240.76,Itaú-PJ
2025-10-22,Entrada,Recebimento Cliente,Liquidação boleto,20499.1,4087739.86,BB-PJ
2025-10-22,Entrada,Outras Receitas,Liquidação boleto,23441.06,4111180.92,Itaú-PJ
2025-10-22,Entrada,Recebimento Cliente,PIX cliente,27003.31,4138184.23,Itaú-PJ
2025-10-22,Saída,Folha,Folha,-9397.86,4128786.37,BB-PJ
2025-10-22,Saída,Marketing,Marketing,-13625.32,4115161.05,Itaú-PJ
2025-10-22,Saída,Outras,Outras,-19161.7,4095999.35,BB-PJ
2025-10-22,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-10185.67,4085813.68,BB-PJ
2025-10-22,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-180.77,4085632.91,BB-PJ
2025-10-23,Entrada,Outras Receitas,PIX cliente,36382.04,4122014.95,Caixa
2025-10-23,Entrada,Recebimento Cliente,Liquidação boleto,11112.55,4133127.5,Caixa
2025-10-23,Entrada,Recebimento Cliente,Liquidação boleto,34538.05,4167665.55,Itaú-PJ
2025-10-23,Entrada,Recebimento Cliente,Liquidação boleto,14302.89,4181968.44,Caixa
2025-10-23,Entrada,Recebimento Cliente,PIX cliente,35704.31,4217672.75,Itaú-PJ
2025-10-23,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-7214.13,4210458.62,Itaú-PJ
2025-10-23,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-17783.08,4192675.54,Itaú-PJ
2025-10-24,Entrada,Outras Receitas,Liquidação boleto,18565.75,4211241.29,Caixa
2025-10-24,Entrada,Outras Receitas,PIX cliente,42886.44,4254127.73,Itaú-PJ
2025-10-24,Entrada,Recebimento Cliente,Liquidação boleto,15027.36,4269155.09,Itaú-PJ
2025-10-24,Entrada,Recebimento Cliente,Liquidação boleto,52564.57,4321719.66,BB-PJ
2025-10-24,Entrada,Recebimento Cliente,Liquidação boleto,45055.99,4366775.65,Itaú-PJ
2025-10-24,Saída,Folha,Folha,-25549.0,4341226.65,Itaú-PJ
2025-10-24,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-14835.62,4326391.03,BB-PJ
2025-10-24,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-17837.44,4308553.59,BB-PJ
2025-10-24,Saída,Energia/Util,Energia/Util,-5179.18,4303374.41,Itaú-PJ
2025-10-24,Saída,Folha,Folha,-27793.46,4275580.95,Itaú-PJ
2025-10-24,Saída,Folha,Folha,-19798.88,4255782.07,Itaú-PJ
2025-10-25,Saída,Frete,Frete,-12707.43,4243074.64,BB-PJ
2025-10-25,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-19069.4,4224005.24,Itaú-PJ
2025-10-25,Saída,Frete,Frete,-15911.4,4208093.84,BB-PJ
2025-10-26,Saída,Impostos,Impostos,-21231.27,4186862.57,Itaú-PJ
2025-10-26,Saída,Folha,Folha,-11922.34,4174940.23,Itaú-PJ
2025-10-26,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-2664.56,4172275.67,BB-PJ
2025-10-27,Entrada,Recebimento Cliente,PIX cliente,33605.87,4205881.54,BB-PJ
2025-10-27,Entrada,Recebimento Cliente,PIX cliente,27119.32,4233000.86,Itaú-PJ
2025-10-27,Entrada,Recebimento Cliente,Liquidação boleto,42620.72,4275621.58,Caixa
2025-10-27,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-21593.25,4254028.33,Itaú-PJ
2025-10-27,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-13153.8,4240874.53,Itaú-PJ
2025-10-28,Entrada,Outras Receitas,Liquidação boleto,25179.87,4266054.4,Itaú-PJ
2025-10-28,Entrada,Recebimento Cliente,PIX cliente,45470.88,4311525.28,BB-PJ
2025-10-28,Entrada,Recebimento Cliente,Liquidação boleto,39396.12,4350921.4,Caixa
2025-10-28,Entrada,Recebimento Cliente,PIX cliente,20616.68,4371538.08,Itaú-PJ
2025-10-28,Saída,Folha,Folha,-10541.01,4360997.07,Itaú-PJ
2025-10-28,Saída,Folha,Folha,-13816.69,4347180.38,BB-PJ
2025-10-28,Saída,Pagamento Fornecedor,Pagamento Fornecedor,-11049.22,4336131.16,Itaú-PJ
2025-10-28,Saída,Aluguel,Aluguel,-18610.54,4317520.62,Itaú-PJ
2025-10-29,Entrada,Recebimento Cliente,PIX cliente,21592.37,4339112.99,Itaú-PJ
2025-10-29,Entrada,Recebimento Cliente,PIX cliente,11899.74,4351012.73,Itaú-PJ
2025-10-29,Entrada,Outras Receitas,Liquidação boleto,27327.41,4378340.14,Caixa
2025-10-29,Entrada,Recebimento Cliente,PIX cliente,11990.14,4390330.28,BB-PJ
