cliente_id,razao_social,cnpj,segmento,cidade,uf,vendedor_responsavel,data_primeira_compra,limite_credito,status
AUR-0365,Patrícia Oliveira Materiais Elétricos Ltda,10.025.915/0001-82,Indústria,Uberlândia,MG,Eduarda Carvalho,2022-02-26,171494,Ativo
AUR-0366,Patrícia Fernandes Engenharia Ltda,10.025.986/0001-95,Revenda,Belo Horizonte,MG,Eduarda Carvalho,2019-12-18,218591,Ativo
AUR-0367,Ana Pereira Comércio Elétrico Ltda,10.026.057/0001-18,Construtora,Jundiaí,SP,Carla Mendes,2025-06-06,790299,Ativo
AUR-0368,Juliana Silva Materiais Elétricos Ltda,10.026.128/0001-31,Instaladora,Santo André,SP,Patricia Yoshida,2020-07-19,55106,Ativo
AUR-0369,Patrícia Almeida Instaladora Ltda,10.026.199/0001-44,Indústria,Uberlândia,MG,Marcos Tavares,2021-10-31,184945,Ativo
AUR-0370,Fernando Silva Engenharia Ltda,10.026.270/0001-57,Instaladora,Porto Alegre,RS,Eduarda Carvalho,2023-05-09,63695,Ativo
AUR-0371,Eduardo Rodrigues Comércio Elétrico Ltda,10.026.341/0001-70,Indústria,São Paulo,SP,Diego Salgueiro,2025-08-27,238023,Ativo
AUR-0372,Marcos Costa Materiais Elétricos Ltda,10.026.412/0001-83,Construtora,Ribeirão Preto,SP,João Bittencourt,2022-09-01,431614,Ativo
AUR-0373,Patrícia Fernandes Materiais Elétricos Ltda,10.026.483/0001-96,Instaladora,Curitiba,PR,Eduarda Carvalho,2021-04-20,131412,Ativo
AUR-0374,Camila Pereira Materiais Elétricos Ltda,10.026.554/0001-19,Construtora,Cotia,SP,Roberto Almeida,2021-12-25,786361,Ativo
AUR-0375,Eduardo Pereira Engenharia Ltda,10.026.625/0001-32,Indústria,Guarulhos,SP,Roberto Almeida,2023-01-22,290465,Ativo
AUR-0376,Roberto Silva Instaladora Ltda,10.026.696/0001-45,Revenda,Ribeirão Preto,SP,Marcos Tavares,2021-01-22,165931,Ativo
AUR-0377,Vanessa Costa Materiais Elétricos Ltda,10.026.767/0001-58,Setor Público,Campinas,SP,João Bittencourt,2020-06-02,318517,Ativo
AUR-0378,Roberto Oliveira Materiais Elétricos Ltda,10.026.838/0001-71,Indústria,Cotia,SP,Roberto Almeida,2022-11-08,307955,Ativo
AUR-0379,Camila Santos Engenharia Ltda,10.026.909/0001-84,Revenda,Bauru,SP,Marcos Tavares,2022-04-24,259994,Ativo
AUR-0380,Eduardo Fernandes Construções Ltda,10.026.980/0001-97,Instaladora,Juiz de Fora,MG,Carla Mendes,2024-12-15,137434,Ativo
