titulo_id,pedido_id,cliente_id,razao_social,data_emissao,data_vencimento,data_pagamento,valor_titulo,valor_pago,status,dias_atraso,forma_pagamento
REC-60117,PED-109776,AUR-0170,Ana Almeida Construções Ltda,2025-07-18,2025-08-02,,3763.45,1881.725,Renegociado,0,Cartão
REC-60118,PED-109777,AUR-0062,Ricardo Fernandes Instaladora Ltda,2025-07-18,2025-08-17,2025-08-21,115.29,115.29,Pago,4,Boleto
REC-60119,PED-109778,AUR-0189,Eduardo Oliveira Engenharia Ltda,2025-07-18,2025-09-01,2025-09-05,1456.85,1456.85,Pago,4,Boleto
REC-60120,PED-109778,AUR-0189,Eduardo Oliveira Engenharia Ltda,2025-07-18,2025-09-01,2025-09-14,1265.2,1265.2,Pago,13,Boleto
REC-60121,PED-109778,AUR-0189,Eduardo Oliveira Engenharia Ltda,2025-07-18,2025-09-01,2025-10-02,96.36,96.36,Pago,31,Boleto
REC-60122,PED-109779,AUR-0108,Vanessa Costa Instaladora Ltda,2025-07-18,2025-09-01,,161.93,80.965,Renegociado,0,PIX
REC-60123,PED-109779,AUR-0108,Vanessa Costa Instaladora Ltda,2025-07-18,2025-08-17,2025-08-27,372.29,372.29,Pago,10,Boleto
REC-60124,PED-109780,AUR-0306,Vanessa Rodrigues Materiais Elétricos Ltda,2025-07-18,2025-08-15,2025-09-10,591.8,591.8,Pago,26,PIX
REC-60125,PED-109780,AUR-0306,Vanessa Rodrigues Materiais Elétricos Ltda,2025-07-18,2025-08-02,2025-08-05,360.22,360.22,Pago,3,Cartão
REC-60126,PED-109781,AUR-0183,Vanessa Pereira Instaladora Ltda,2025-07-18,2025-08-15,,1092.68,546.34,Renegociado,0,Cartão
REC-60127,PED-109781,AUR-0183,Vanessa Pereira Instaladora Ltda,2025-07-18,2025-08-02,,299.33,149.665,Renegociado,0,Cartão
REC-60128,PED-109781,AUR-0183,Vanessa Pereira Instaladora Ltda,2025-07-18,2025-08-15,2025-08-17,94.77,94.77,Pago,2,Boleto
REC-60129,PED-109782,AUR-0010,Instaladora Foco Ltda,2025-07-18,2025-08-02,2025-08-01,404.4,404.4,Pago,0,Cartão
REC-60130,PED-109782,AUR-0010,Instaladora Foco Ltda,2025-07-18,2025-08-17,2025-08-27,196.27,196.27,Pago,10,Cartão
REC-60131,PED-109782,AUR-0010,Instaladora Foco Ltda,2025-07-18,2025-08-15,,758.64,0,Vencido,138,Cartão
REC-60132,PED-109782,AUR-0010,Instaladora Foco Ltda,2025-07-18,2025-07-18,,4970.92,0,Vencido,166,Boleto
REC-60133,PED-109782,AUR-0010,Instaladora Foco Ltda,2025-07-18,2025-07-18,2025-07-16,836.17,836.17,Pago,0,Cartão
REC-60134,PED-109783,AUR-0178,Vanessa Rodrigues Engenharia Ltda,2025-07-18,2025-08-15,2025-08-17,425.49,425.49,Pago,2,PIX
REC-60135,PED-109783,AUR-0178,Vanessa Rodrigues Engenharia Ltda,2025-07-18,2025-08-17,2025-09-11,123.63,123.63,Pago,25,Boleto
REC-60136,PED-109783,AUR-0178,Vanessa Rodrigues Engenharia Ltda,2025-07-18,2025-08-02,2025-07-31,67.54,67.54,Pago,0,PIX
REC-60137,PED-109784,AUR-0143,Ricardo Almeida Construções Ltda,2025-07-18,2025-08-02,2025-09-09,221.34,221.34,Pago,38,PIX
REC-60138,PED-109784,AUR-0143,Ricardo Almeida Construções Ltda,2025-07-18,2025-08-02,2025-08-06,197.3,197.3,Pago,4,PIX
REC-60139,PED-109784,AUR-0143,Ricardo Almeida Construções Ltda,2025-07-18,2025-08-17,2025-08-20,884.94,884.94,Pago,3,PIX
REC-60140,PED-109785,AUR-0112,Eduardo Costa Comércio Elétrico Ltda,2025-07-18,2025-08-15,2025-08-15,125.04,125.04,Pago,0,Boleto
REC-60141,PED-109785,AUR-0112,Eduardo Costa Comércio Elétrico Ltda,2025-07-18,2025-08-15,,295.69,0,Vencido,138,Boleto
REC-60142,PED-109786,AUR-0143,Ricardo Almeida Construções Ltda,2025-07-18,2025-08-15,2025-08-14,422.23,422.23,Pago,0,PIX
REC-60143,PED-109786,AUR-0143,Ricardo Almeida Construções Ltda,2025-07-18,2025-08-02,2025-08-05,886.78,886.78,Pago,3,PIX
REC-60144,PED-109786,AUR-0143,Ricardo Almeida Construções Ltda,2025-07-18,2025-08-02,2025-08-05,216.98,216.98,Pago,3,Cartão
REC-60145,PED-109787,AUR-0161,Juliana Costa Comércio Elétrico Ltda,2025-07-18,2025-08-17,,277.95,0,Vencido,136,Cartão
REC-60146,PED-109787,AUR-0161,Juliana Costa Comércio Elétrico Ltda,2025-07-18,2025-08-17,2025-08-27,845.88,845.88,Pago,10,Cartão
REC-60147,PED-109788,AUR-0369,Patrícia Almeida Instaladora Ltda,2025-07-18,2025-07-18,2025-07-26,133.38,133.38,Pago,8,Cartão
REC-60148,PED-109788,AUR-0369,Patrícia Almeida Instaladora Ltda,2025-07-18,2025-08-17,2025-08-15,314.43,314.43,Pago,0,PIX
REC-60149,PED-109788,AUR-0369,Patrícia Almeida Instaladora Ltda,2025-07-18,2025-07-18,2025-07-23,11.1,11.1,Pago,5,Cartão
REC-60150,PED-109789,AUR-0238,Juliana Costa Engenharia Ltda,2025-07-18,2025-08-02,2025-07-31,1061.71,1061.71,Pago,0,PIX
REC-60151,PED-109789,AUR-0238,Juliana Costa Engenharia Ltda,2025-07-18,2025-08-02,2025-08-02,221.08,221.08,Pago,0,Boleto
REC-60152,PED-109789,AUR-0238,Juliana Costa Engenharia Ltda,2025-07-18,2025-08-17,2025-08-16,720.99,720.99,Pago,0,Cartão
REC-60153,PED-109790,AUR-0318,Eduardo Almeida Construções Ltda,2025-07-18,2025-09-01,,1643.6,821.8,Renegociado,0,Boleto
REC-60154,PED-109790,AUR-0318,Eduardo Almeida Construções Ltda,2025-07-18,2025-09-16,,1056.17,0,Vencido,106,Boleto
REC-60155,PED-109791,AUR-0077,Fernando Fernandes Comércio Elétrico Ltda,2025-07-18,2025-08-15,2025-08-18,385.0,385.0,Pago,3,PIX
REC-60156,PED-109792,AUR-0379,Camila Santos Engenharia Ltda,2025-07-18,2025-08-02,2025-08-07,721.67,721.67,Pago,5,Boleto
REC-60157,PED-109792,AUR-0379,Camila Santos Engenharia Ltda,2025-07-18,2025-07-18,2025-07-22,332.04,332.04,Pago,4,Cartão
REC-60158,PED-109792,AUR-0379,Camila Santos Engenharia Ltda,2025-07-18,2025-08-17,2025-08-16,539.35,539.35,Pago,0,Boleto
REC-60159,PED-109793,AUR-0272,Ana Santos Engenharia Ltda,2025-07-21,2025-08-18,2025-09-13,334.75,334.75,Pago,26,Cartão
REC-60160,PED-109793,AUR-0272,Ana Santos Engenharia Ltda,2025-07-21,2025-08-18,2025-08-23,525.39,525.39,Pago,5,Cartão
REC-60161,PED-109793,AUR-0272,Ana Santos Engenharia Ltda,2025-07-21,2025-08-05,2025-09-15,181.54,181.54,Pago,41,Cartão
REC-60162,PED-109794,AUR-0360,Ana Rodrigues Comércio Elétrico Ltda,2025-07-21,2025-08-18,2025-09-03,222.69,222.69,Pago,16,Boleto
REC-60163,PED-109795,AUR-0237,Camila Rodrigues Comércio Elétrico Ltda,2025-07-21,2025-08-18,2025-08-16,663.68,663.68,Pago,0,PIX
REC-60164,PED-109795,AUR-0237,Camila Rodrigues Comércio Elétrico Ltda,2025-07-21,2025-08-05,2025-09-06,4094.55,4094.55,Pago,32,Cartão
REC-60165,PED-109795,AUR-0237,Camila Rodrigues Comércio Elétrico Ltda,2025-07-21,2025-07-21,,1230.88,0,Vencido,163,PIX
REC-60166,PED-109796,AUR-0189,Eduardo Oliveira Engenharia Ltda,2025-07-21,2025-09-04,2025-09-09,76.86,76.86,Pago,5,Boleto
REC-60167,PED-109797,AUR-0308,Ricardo Rodrigues Instaladora Ltda,2025-07-21,2025-08-18,2025-08-16,4315.0,4315.0,Pago,0,PIX
REC-60168,PED-109797,AUR-0308,Ricardo Rodrigues Instaladora Ltda,2025-07-21,2025-08-05,2025-08-16,1664.81,1664.81,Pago,11,Cartão
REC-60169,PED-109797,AUR-0308,Ricardo Rodrigues Instaladora Ltda,2025-07-21,2025-08-20,,36.37,0,Vencido,133,Boleto
REC-60170,PED-109797,AUR-0308,Ricardo Rodrigues Instaladora Ltda,2025-07-21,2025-08-18,2025-08-22,256.25,256.25,Pago,4,Boleto
REC-60171,PED-109798,AUR-0008,Mafer Engenharia S/A,2025-07-21,2025-08-18,2025-08-16,124.02,124.02,Pago,0,PIX
REC-60172,PED-109798,AUR-0008,Mafer Engenharia S/A,2025-07-21,2025-08-18,2025-09-27,389.68,389.68,Pago,40,PIX
REC-60173,PED-109798,AUR-0008,Mafer Engenharia S/A,2025-07-21,2025-08-20,2025-08-19,183.62,183.62,Pago,0,Cartão
REC-60174,PED-109799,AUR-0039,Eduardo Silva Comércio Elétrico Ltda,2025-07-21,2025-08-18,2025-08-29,1716.52,1716.52,Pago,11,PIX
REC-60175,PED-109800,AUR-0195,Camila Santos Materiais Elétricos Ltda,2025-07-21,2025-08-18,2025-08-23,3539.49,3539.49,Pago,5,PIX
REC-60176,PED-109801,AUR-0138,Juliana Almeida Engenharia Ltda,2025-07-21,2025-08-05,2025-08-05,2148.8,2148.8,Pago,0,Boleto
REC-60177,PED-109802,AUR-0050,Vanessa Costa Materiais Elétricos Ltda,2025-07-21,2025-08-20,,209.05,0,Vencido,133,Boleto
REC-60178,PED-109802,AUR-0050,Vanessa Costa Materiais Elétricos Ltda,2025-07-21,2025-08-05,2025-08-05,1033.68,1033.68,Pago,0,Boleto
REC-60179,PED-109802,AUR-0050,Vanessa Costa Materiais Elétricos Ltda,2025-07-21,2025-08-05,2025-08-08,731.99,731.99,Pago,3,PIX
REC-60180,PED-109802,AUR-0050,Vanessa Costa Materiais Elétricos Ltda,2025-07-21,2025-08-20,2025-08-23,384.71,384.71,Pago,3,Cartão
REC-60181,PED-109802,AUR-0050,Vanessa Costa Materiais Elétricos Ltda,2025-07-21,2025-08-05,2025-08-09,852.63,852.63,Pago,4,PIX
REC-60182,PED-109802,AUR-0050,Vanessa Costa Materiais Elétricos Ltda,2025-07-21,2025-07-21,2025-07-22,6474.96,6474.96,Pago,1,PIX
REC-60183,PED-109803,AUR-0336,Juliana Almeida Comércio Elétrico Ltda,2025-07-21,2025-09-04,2025-09-06,310.98,310.98,Pago,2,PIX
REC-60184,PED-109803,AUR-0336,Juliana Almeida Comércio Elétrico Ltda,2025-07-21,2025-09-04,2025-10-04,2864.91,2864.91,Pago,30,PIX
REC-60185,PED-109803,AUR-0336,Juliana Almeida Comércio Elétrico Ltda,2025-07-21,2025-08-20,2025-08-22,447.65,447.65,Pago,2,Boleto
REC-60186,PED-109804,AUR-0004,Fernando Costa Instaladora Ltda,2025-07-21,2025-08-18,2025-08-23,2032.55,2032.55,Pago,5,PIX
REC-60187,PED-109804,AUR-0004,Fernando Costa Instaladora Ltda,2025-07-21,2025-08-05,2025-08-07,349.13,349.13,Pago,2,Boleto
REC-60188,PED-109804,AUR-0004,Fernando Costa Instaladora Ltda,2025-07-21,2025-07-21,2025-07-25,816.09,816.09,Pago,4,Cartão
REC-60189,PED-109804,AUR-0004,Fernando Costa Instaladora Ltda,2025-07-21,2025-08-18,,91.02,0,Vencido,135,PIX
REC-60190,PED-109804,AUR-0004,Fernando Costa Instaladora Ltda,2025-07-21,2025-08-20,2025-08-24,134.52,134.52,Pago,4,Boleto
REC-60191,PED-109805,AUR-0036,GreenLight Soluções ME,2025-07-21,2025-08-05,2025-08-03,193.07,193.07,Pago,0,Cartão
REC-60192,PED-109806,AUR-0066,Fernando Oliveira Instaladora Ltda,2025-07-21,2025-08-05,2025-08-16,2985.04,2985.04,Pago,11,Cartão
REC-60193,PED-109806,AUR-0066,Fernando Oliveira Instaladora Ltda,2025-07-21,2025-08-18,2025-09-17,1829.84,1829.84,Pago,30,Boleto
REC-60194,PED-109807,AUR-0066,Fernando Oliveira Instaladora Ltda,2025-07-21,2025-08-18,2025-08-19,312.3,312.3,Pago,1,Boleto
REC-60195,PED-109807,AUR-0066,Fernando Oliveira Instaladora Ltda,2025-07-21,2025-08-20,2025-09-01,3821.69,3821.69,Pago,12,Boleto
REC-60196,PED-109808,AUR-0046,Camila Rodrigues Engenharia Ltda,2025-07-21,2025-08-20,2025-08-20,47.6,47.6,Pago,0,PIX
REC-60197,PED-109808,AUR-0046,Camila Rodrigues Engenharia Ltda,2025-07-21,2025-08-20,,703.81,0,Vencido,133,Boleto
REC-60198,PED-109808,AUR-0046,Camila Rodrigues Engenharia Ltda,2025-07-21,2025-08-18,,93.03,46.515,Renegociado,0,PIX
REC-60199,PED-109808,AUR-0046,Camila Rodrigues Engenharia Ltda,2025-07-21,2025-08-20,2025-08-20,381.99,381.99,Pago,0,Boleto
REC-60200,PED-109808,AUR-0046,Camila Rodrigues Engenharia Ltda,2025-07-21,2025-08-20,2025-08-18,324.12,324.12,Pago,0,PIX
REC-60201,PED-109809,AUR-0262,Ana Almeida Instaladora Ltda,2025-07-21,2025-09-04,2025-09-08,240.71,240.71,Pago,4,Boleto
REC-60202,PED-109809,AUR-0262,Ana Almeida Instaladora Ltda,2025-07-21,2025-09-04,,923.19,461.595,Renegociado,0,Boleto
REC-60203,PED-109809,AUR-0262,Ana Almeida Instaladora Ltda,2025-07-21,2025-09-04,,182.03,91.015,Renegociado,0,PIX
REC-60204,PED-109809,AUR-0262,Ana Almeida Instaladora Ltda,2025-07-21,2025-08-20,2025-08-23,1712.64,1712.64,Pago,3,Boleto
REC-60205,PED-109809,AUR-0262,Ana Almeida Instaladora Ltda,2025-07-21,2025-09-04,2025-09-09,26.33,26.33,Pago,5,PIX
REC-60206,PED-109809,AUR-0262,Ana Almeida Instaladora Ltda,2025-07-21,2025-09-04,2025-09-18,39.21,39.21,Pago,14,Boleto
REC-60207,PED-109810,AUR-0001,Vipar Engenharia Ltda,2025-07-21,2025-09-19,,1815.96,0,Vencido,103,Boleto
REC-60208,PED-109811,AUR-0168,Eduardo Costa Materiais Elétricos Ltda,2025-07-21,2025-08-20,,218.22,0,Vencido,133,PIX
REC-60209,PED-109811,AUR-0168,Eduardo Costa Materiais Elétricos Ltda,2025-07-21,2025-08-05,2025-08-08,3455.15,3455.15,Pago,3,PIX
REC-60210,PED-109811,AUR-0168,Eduardo Costa Materiais Elétricos Ltda,2025-07-21,2025-08-20,2025-08-22,112.46,112.46,Pago,2,Boleto
REC-60211,PED-109811,AUR-0168,Eduardo Costa Materiais Elétricos Ltda,2025-07-21,2025-08-18,2025-08-22,3463.42,3463.42,Pago,4,PIX
REC-60212,PED-109811,AUR-0168,Eduardo Costa Materiais Elétricos Ltda,2025-07-21,2025-08-18,,585.39,292.695,Renegociado,0,Cartão
REC-60213,PED-109812,AUR-0273,Camila Rodrigues Construções Ltda,2025-07-21,2025-07-21,2025-07-24,291.24,291.24,Pago,3,PIX
REC-60214,PED-109812,AUR-0273,Camila Rodrigues Construções Ltda,2025-07-21,2025-07-21,2025-07-23,81.34,81.34,Pago,2,Cartão
REC-60215,PED-109812,AUR-0273,Camila Rodrigues Construções Ltda,2025-07-21,2025-08-18,,785.19,0,Vencido,135,PIX
REC-60216,PED-109813,AUR-0212,Juliana Pereira Instaladora Ltda,2025-07-22,2025-08-06,,4.87,0,Vencido,147,Cartão
REC-60217,PED-109814,AUR-0194,Juliana Costa Materiais Elétricos Ltda,2025-07-22,2025-08-06,2025-08-07,1954.07,1954.07,Pago,1,Cartão
REC-60218,PED-109815,AUR-0247,Ricardo Silva Comércio Elétrico Ltda,2025-07-22,2025-08-06,2025-08-17,2273.45,2273.45,Pago,11,Cartão
REC-60219,PED-109815,AUR-0247,Ricardo Silva Comércio Elétrico Ltda,2025-07-22,2025-08-19,2025-08-20,624.34,624.34,Pago,1,Cartão
REC-60220,PED-109816,AUR-0258,Juliana Fernandes Engenharia Ltda,2025-07-22,2025-08-19,2025-08-22,109.14,109.14,Pago,3,PIX
REC-60221,PED-109816,AUR-0258,Juliana Fernandes Engenharia Ltda,2025-07-22,2025-08-06,2025-08-05,301.76,301.76,Pago,0,PIX
REC-60222,PED-109816,AUR-0258,Juliana Fernandes Engenharia Ltda,2025-07-22,2025-08-19,2025-08-22,2654.77,2654.77,Pago,3,Cartão
REC-60223,PED-109817,AUR-0242,Vanessa Costa Instaladora Ltda,2025-07-22,2025-08-19,2025-08-24,95.6,95.6,Pago,5,Boleto
REC-60224,PED-109817,AUR-0242,Vanessa Costa Instaladora Ltda,2025-07-22,2025-08-06,2025-08-06,357.7,357.7,Pago,0,PIX
REC-60225,PED-109817,AUR-0242,Vanessa Costa Instaladora Ltda,2025-07-22,2025-07-22,,1192.12,0,Vencido,162,PIX
REC-60226,PED-109817,AUR-0242,Vanessa Costa Instaladora Ltda,2025-07-22,2025-08-19,,1076.12,0,Vencido,134,PIX
REC-60227,PED-109818,AUR-0377,Vanessa Costa Materiais Elétricos Ltda,2025-07-22,2025-08-21,2025-09-16,2736.13,2736.13,Pago,26,PIX
REC-60228,PED-109818,AUR-0377,Vanessa Costa Materiais Elétricos Ltda,2025-07-22,2025-08-06,2025-08-31,80.62,80.62,Pago,25,PIX
REC-60229,PED-109818,AUR-0377,Vanessa Costa Materiais Elétricos Ltda,2025-07-22,2025-08-06,,204.77,102.385,Renegociado,0,PIX
REC-60230,PED-109818,AUR-0377,Vanessa Costa Materiais Elétricos Ltda,2025-07-22,2025-08-21,2025-08-26,445.55,445.55,Pago,5,Boleto
REC-60231,PED-109819,AUR-0367,Ana Pereira Comércio Elétrico Ltda,2025-07-22,2025-09-05,2025-09-22,189.9,189.9,Pago,17,PIX
REC-60232,PED-109819,AUR-0367,Ana Pereira Comércio Elétrico Ltda,2025-07-22,2025-09-20,2025-11-02,178.71,178.71,Pago,43,Boleto
REC-60233,PED-109819,AUR-0367,Ana Pereira Comércio Elétrico Ltda,2025-07-22,2025-09-05,2025-09-05,6620.65,6620.65,Pago,0,PIX
REC-60234,PED-109820,AUR-0216,Roberto Rodrigues Engenharia Ltda,2025-07-22,2025-08-19,,1168.27,0,Vencido,134,PIX
REC-60235,PED-109820,AUR-0216,Roberto Rodrigues Engenharia Ltda,2025-07-22,2025-08-06,2025-09-07,1027.36,1027.36,Pago,32,Boleto
REC-60236,PED-109821,AUR-0362,Eduardo Almeida Instaladora Ltda,2025-07-22,2025-08-21,2025-08-22,89.98,89.98,Pago,1,Boleto
REC-60237,PED-109821,AUR-0362,Eduardo Almeida Instaladora Ltda,2025-07-22,2025-08-21,,278.57,0,Vencido,132,Boleto
REC-60238,PED-109821,AUR-0362,Eduardo Almeida Instaladora Ltda,2025-07-22,2025-08-06,,971.65,485.825,Renegociado,0,Boleto
REC-60239,PED-109822,AUR-0204,Juliana Pereira Instaladora Ltda,2025-07-22,2025-08-21,2025-08-23,223.21,223.21,Pago,2,Boleto
REC-60240,PED-109822,AUR-0204,Juliana Pereira Instaladora Ltda,2025-07-22,2025-08-06,2025-08-10,601.94,601.94,Pago,4,PIX
REC-60241,PED-109823,AUR-0144,Vanessa Rodrigues Comércio Elétrico Ltda,2025-07-22,2025-08-21,2025-08-22,2466.58,2466.58,Pago,1,Cartão
REC-60242,PED-109823,AUR-0144,Vanessa Rodrigues Comércio Elétrico Ltda,2025-07-22,2025-08-21,2025-08-19,804.34,804.34,Pago,0,Cartão
REC-60243,PED-109823,AUR-0144,Vanessa Rodrigues Comércio Elétrico Ltda,2025-07-22,2025-08-19,2025-08-24,46.44,46.44,Pago,5,Boleto
REC-60244,PED-109823,AUR-0144,Vanessa Rodrigues Comércio Elétrico Ltda,2025-07-22,2025-08-06,2025-08-07,587.28,587.28,Pago,1,PIX
REC-60245,PED-109823,AUR-0144,Vanessa Rodrigues Comércio Elétrico Ltda,2025-07-22,2025-07-22,2025-08-02,1376.08,1376.08,Pago,11,Cartão
REC-60246,PED-109823,AUR-0144,Vanessa Rodrigues Comércio Elétrico Ltda,2025-07-22,2025-07-22,2025-07-24,151.08,151.08,Pago,2,Boleto
REC-60247,PED-109824,AUR-0363,Fernando Oliveira Comércio Elétrico Ltda,2025-07-22,2025-08-06,,625.4,0,Vencido,147,Cartão
REC-60248,PED-109824,AUR-0363,Fernando Oliveira Comércio Elétrico Ltda,2025-07-22,2025-07-22,2025-08-22,840.84,840.84,Pago,31,Boleto
REC-60249,PED-109825,AUR-0236,Eduardo Pereira Construções Ltda,2025-07-22,2025-08-06,2025-08-07,2901.42,2901.42,Pago,1,Cartão
REC-60250,PED-109825,AUR-0236,Eduardo Pereira Construções Ltda,2025-07-22,2025-08-06,2025-08-04,602.15,602.15,Pago,0,Boleto
REC-60251,PED-109825,AUR-0236,Eduardo Pereira Construções Ltda,2025-07-22,2025-08-19,2025-08-17,138.26,138.26,Pago,0,Cartão
REC-60252,PED-109825,AUR-0236,Eduardo Pereira Construções Ltda,2025-07-22,2025-08-06,2025-09-07,2678.2,2678.2,Pago,32,Cartão
REC-60253,PED-109825,AUR-0236,Eduardo Pereira Construções Ltda,2025-07-22,2025-08-21,2025-08-23,3288.52,3288.52,Pago,2,PIX
REC-60254,PED-109825,AUR-0236,Eduardo Pereira Construções Ltda,2025-07-22,2025-08-19,,1187.9,0,Vencido,134,PIX
REC-60255,PED-109826,AUR-0021,Casa do Eletricista ME,2025-07-22,2025-08-19,2025-08-31,290.51,290.51,Pago,12,Cartão
REC-60256,PED-109826,AUR-0021,Casa do Eletricista ME,2025-07-22,2025-08-19,2025-08-18,1305.6,1305.6,Pago,0,PIX
REC-60257,PED-109826,AUR-0021,Casa do Eletricista ME,2025-07-22,2025-08-06,2025-08-11,340.39,340.39,Pago,5,Cartão
REC-60258,PED-109826,AUR-0021,Casa do Eletricista ME,2025-07-22,2025-08-06,,1874.3,0,Vencido,147,PIX
REC-60259,PED-109827,AUR-0030,GoodTech Automação Ltda,2025-07-22,2025-08-19,2025-08-28,201.97,201.97,Pago,9,Boleto
REC-60260,PED-109827,AUR-0030,GoodTech Automação Ltda,2025-07-22,2025-08-06,,1044.91,0,Vencido,147,Cartão
REC-60261,PED-109827,AUR-0030,GoodTech Automação Ltda,2025-07-22,2025-08-19,2025-08-20,1332.82,1332.82,Pago,1,PIX
REC-60262,PED-109828,AUR-0208,Roberto Costa Comércio Elétrico Ltda,2025-07-22,2025-07-22,2025-07-20,205.82,205.82,Pago,0,Boleto
REC-60263,PED-109829,AUR-0118,Juliana Pereira Instaladora Ltda,2025-07-22,2025-08-19,2025-08-18,2456.56,2456.56,Pago,0,Cartão
REC-60264,PED-109829,AUR-0118,Juliana Pereira Instaladora Ltda,2025-07-22,2025-08-06,2025-08-06,464.06,464.06,Pago,0,PIX
REC-60265,PED-109829,AUR-0118,Juliana Pereira Instaladora Ltda,2025-07-22,2025-08-06,2025-08-14,92.69,92.69,Pago,8,PIX
REC-60266,PED-109829,AUR-0118,Juliana Pereira Instaladora Ltda,2025-07-22,2025-08-21,2025-08-19,341.32,341.32,Pago,0,Cartão
REC-60267,PED-109829,AUR-0118,Juliana Pereira Instaladora Ltda,2025-07-22,2025-08-21,2025-08-26,971.39,971.39,Pago,5,Cartão
REC-60268,PED-109830,AUR-0175,Camila Silva Materiais Elétricos Ltda,2025-07-22,2025-08-06,2025-08-27,449.08,449.08,Pago,21,PIX
REC-60269,PED-109830,AUR-0175,Camila Silva Materiais Elétricos Ltda,2025-07-22,2025-08-19,2025-08-18,821.39,821.39,Pago,0,Cartão
REC-60270,PED-109830,AUR-0175,Camila Silva Materiais Elétricos Ltda,2025-07-22,2025-08-19,,4614.61,0,Vencido,134,Cartão
REC-60271,PED-109831,AUR-0283,Roberto Oliveira Instaladora Ltda,2025-07-22,2025-08-19,,742.52,0,Vencido,134,PIX
REC-60272,PED-109831,AUR-0283,Roberto Oliveira Instaladora Ltda,2025-07-22,2025-08-21,2025-08-26,283.2,283.2,Pago,5,Boleto
REC-60273,PED-109831,AUR-0283,Roberto Oliveira Instaladora Ltda,2025-07-22,2025-08-21,2025-08-19,7915.02,7915.02,Pago,0,Boleto
REC-60274,PED-109831,AUR-0283,Roberto Oliveira Instaladora Ltda,2025-07-22,2025-08-21,2025-09-22,410.91,410.91,Pago,32,Cartão
REC-60275,PED-109831,AUR-0283,Roberto Oliveira Instaladora Ltda,2025-07-22,2025-07-22,2025-07-26,853.72,853.72,Pago,4,Boleto
REC-60276,PED-109832,AUR-0218,Roberto Fernandes Materiais Elétricos Ltda,2025-07-23,2025-08-20,,1489.77,744.885,Renegociado,0,Cartão
REC-60277,PED-109832,AUR-0218,Roberto Fernandes Materiais Elétricos Ltda,2025-07-23,2025-07-23,2025-07-30,340.95,340.95,Pago,7,Boleto
REC-60278,PED-109833,AUR-0023,Eletroshow S/A,2025-07-23,2025-08-20,2025-08-20,1669.79,1669.79,Pago,0,PIX
REC-60279,PED-109834,AUR-0081,Roberto Pereira Construções Ltda,2025-07-23,2025-08-07,2025-08-10,1527.59,1527.59,Pago,3,Boleto
REC-60280,PED-109834,AUR-0081,Roberto Pereira Construções Ltda,2025-07-23,2025-08-22,2025-09-07,503.21,503.21,Pago,16,Cartão
REC-60281,PED-109834,AUR-0081,Roberto Pereira Construções Ltda,2025-07-23,2025-08-07,2025-08-11,1717.97,1717.97,Pago,4,Cartão
REC-60282,PED-109834,AUR-0081,Roberto Pereira Construções Ltda,2025-07-23,2025-08-07,2025-08-10,442.2,442.2,Pago,3,PIX
REC-60283,PED-109835,AUR-0032,Juliana Oliveira Engenharia Ltda,2025-07-23,2025-08-20,2025-08-20,851.16,851.16,Pago,0,PIX
REC-60284,PED-109835,AUR-0032,Juliana Oliveira Engenharia Ltda,2025-07-23,2025-08-20,,191.75,0,Vencido,133,Cartão
REC-60285,PED-109835,AUR-0032,Juliana Oliveira Engenharia Ltda,2025-07-23,2025-08-20,2025-08-20,1381.58,1381.58,Pago,0,PIX
REC-60286,PED-109836,AUR-0038,VKR Engenharia S/A,2025-07-23,2025-07-23,2025-08-06,979.26,979.26,Pago,14,Cartão
REC-60287,PED-109836,AUR-0038,VKR Engenharia S/A,2025-07-23,2025-08-20,2025-08-19,317.06,317.06,Pago,0,Boleto
REC-60288,PED-109837,AUR-0355,Juliana Pereira Engenharia Ltda,2025-07-23,2025-08-20,2025-08-20,4156.55,4156.55,Pago,0,Cartão
REC-60289,PED-109837,AUR-0355,Juliana Pereira Engenharia Ltda,2025-07-23,2025-07-23,2025-08-31,2647.66,2647.66,Pago,39,PIX
REC-60290,PED-109837,AUR-0355,Juliana Pereira Engenharia Ltda,2025-07-23,2025-08-22,,786.96,393.48,Renegociado,0,Cartão
REC-60291,PED-109838,AUR-0130,Ricardo Costa Instaladora Ltda,2025-07-24,2025-09-22,,1640.42,820.21,Renegociado,0,Boleto
REC-60292,PED-109838,AUR-0130,Ricardo Costa Instaladora Ltda,2025-07-24,2025-09-07,,883.1,441.55,Renegociado,0,Boleto
REC-60293,PED-109838,AUR-0130,Ricardo Costa Instaladora Ltda,2025-07-24,2025-09-22,2025-09-22,110.32,110.32,Pago,0,PIX
REC-60294,PED-109838,AUR-0130,Ricardo Costa Instaladora Ltda,2025-07-24,2025-09-07,2025-10-10,2034.47,2034.47,Pago,33,Boleto
REC-60295,PED-109838,AUR-0130,Ricardo Costa Instaladora Ltda,2025-07-24,2025-09-22,,155.34,77.67,Renegociado,0,Boleto
REC-60296,PED-109838,AUR-0130,Ricardo Costa Instaladora Ltda,2025-07-24,2025-08-23,2025-09-14,193.53,193.53,Pago,22,PIX
REC-60297,PED-109839,AUR-0342,Roberto Rodrigues Instaladora Ltda,2025-07-24,2025-08-08,2025-08-12,54.04,54.04,Pago,4,Cartão
